"OrphaCode"|"AverageAgeOfOnset"|"AverageAgeOfDeath"|"InheritanceTypes"
466768|"Adolescent, Adult, Childhood, Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
466729|""|""|"Autosomal dominant"
466722|"Childhood, Infancy"|"normal life expectancy"|"Autosomal recessive"
466718|"Adult"|"normal life expectancy"|"Autosomal dominant"
466703|"Adolescent, Childhood, Infancy"|"normal life expectancy"|"Autosomal recessive"
465824|"Antenatal"|"stillbirth"|"Autosomal recessive"
466026|"Neonatal"|"No data available"|"X-linked recessive"
468620|"Infancy"|"No data available"|"Autosomal recessive"
468631|"Infancy, Neonatal"|"infantile"|"Autosomal recessive"
467166|"Infancy"|"No data available"|"Autosomal dominant, Not applicable"
467176|"Neonatal"|"infantile"|"Autosomal recessive"
468635|"Adolescent, Adult, Childhood"|"normal life expectancy"|"Autosomal recessive"
468641|"Adolescent, Adult, Childhood"|"normal life expectancy"|"Autosomal recessive"
468661|"Childhood"|"normal life expectancy"|"Autosomal recessive"
468666|"Neonatal"|"normal life expectancy"|"Autosomal recessive"
468678|"Antenatal, Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
468684|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal recessive"
468672|"Adolescent, Childhood, Elderly, Infancy"|"normal life expectancy"|"Autosomal dominant"
468726|""|""|"Autosomal recessive"
468699|"Neonatal"|"normal life expectancy"|"Autosomal recessive"
468717|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
401785|"Childhood, Infancy"|""|"Autosomal recessive"
401780|"Infancy"|"No data available"|"Autosomal recessive"
401800|"Infancy"|""|"Autosomal recessive"
401795|"Infancy"|""|"Autosomal recessive"
401768|"Childhood, Infancy"|"No data available"|"Autosomal recessive"
401764|"Adolescent"|""|"Autosomal recessive"
401777|"Neonatal"|""|"Autosomal dominant"
401830|"Infancy"|""|"Autosomal recessive"
401835|"Infancy"|""|"Autosomal recessive"
401840|"Infancy"|""|"Autosomal recessive"
401805|"Infancy"|""|"Autosomal recessive"
401810|"Childhood, Infancy"|"No data available"|"Autosomal recessive"
401815|"Infancy"|""|"Autosomal recessive"
401820|"Childhood, Infancy"|""|"Autosomal recessive"
401866|"Childhood"|""|"Autosomal recessive"
401869|"Neonatal"|""|"Autosomal recessive"
401874|"Neonatal"|""|"Autosomal recessive"
401849|"Childhood"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive"
401854|"Childhood, Neonatal"|""|"Autosomal recessive"
401859|"Neonatal"|"early childhood"|"Autosomal recessive"
401862|"Infancy, Neonatal"|"infantile"|"Autosomal recessive"
402823|"All ages"|"any age"|"Not applicable"
401920|"Adolescent, Adult"|""|"Not applicable"
401911|"Adult"|""|""
401901|"Adult"|""|"Autosomal dominant"
401942|"Neonatal"|""|"Unknown"
401935|"Neonatal"|""|"Unknown"
401923|"Neonatal"|""|"Unknown"
401959|"Neonatal"|""|"Autosomal recessive"
401953|"Infancy"|""|"Autosomal dominant"
401948|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
401945|"Infancy, Neonatal"|""|"Autosomal recessive"
401986|"Neonatal"|""|"Unknown"
401979|"Antenatal"|"early childhood, infantile"|"Autosomal recessive"
401973|"Infancy, Neonatal"|"any age"|"X-linked recessive"
401964|"Childhood, Infancy"|"elderly"|"Autosomal dominant"
402003|"Childhood"|""|"Autosomal dominant"
402007|"Adult, Infancy"|""|""
401993|""|""|"Autosomal recessive"
401996|"Adult"|""|"Autosomal recessive"
402035|"Adult, Infancy"|""|""
402082|"Adolescent"|"No data available"|"Autosomal dominant"
402364|"Infancy"|""|"Autosomal recessive"
402041|"Childhood, Infancy"|""|"Autosomal recessive"
402075|""|""|"Autosomal dominant"
806|"All ages"|""|"Autosomal recessive"
404473|"Infancy"|""|"Unknown"
404463|"Infancy"|""|"Unknown"
404466|"Adult"|""|"Autosomal dominant, Autosomal recessive"
404451|"Neonatal"|""|"Autosomal recessive"
404454|"Infancy, Neonatal"|""|"Autosomal recessive"
404443|"Neonatal"|""|"Autosomal dominant"
404448|"Childhood, Infancy"|""|"Unknown"
404437|"Infancy, Neonatal"|""|"Autosomal recessive"
404440|"Infancy, Neonatal"|""|"Autosomal dominant"
404560|"All ages"|"any age"|"Autosomal dominant"
404553|"Childhood, Infancy"|""|"Autosomal recessive"
404546|"All ages"|""|"Autosomal recessive"
404521|"Neonatal"|"No data available"|"Unknown"
404514|"Adult, Elderly"|""|""
404507|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
404499|"Infancy"|"No data available"|"Autosomal recessive"
404493|"Childhood, Infancy"|""|"Autosomal recessive"
404481|""|""|"Autosomal recessive"
404476|"Infancy"|""|"Not applicable"
411527|"Adult, Elderly"|""|"Not applicable"
411536|"Adolescent, Adult"|""|"X-linked recessive"
411543|"Childhood, Infancy, Neonatal"|""|"X-linked recessive"
411590|"Childhood"|"young Adult"|"Autosomal dominant"
411593|"Adult, Elderly"|""|"Not applicable"
411602|"Adult, Elderly"|"elderly"|"Autosomal dominant"
411629|"Infancy"|"adult"|"Autosomal recessive"
411493|"Neonatal"|""|"Autosomal recessive"
411501|"Adult, Childhood"|""|"Not applicable"
411511|"Infancy"|""|"Not applicable"
411515|"Infancy"|""|"Not applicable"
411777|"Adult, Elderly"|"normal life expectancy"|"Not applicable"
411712|"Adult"|""|"Autosomal dominant"
411788|"Neonatal"|""|"Autosomal recessive"
411986|"Infancy"|""|"Autosomal recessive"
412035|"Neonatal"|""|"Unknown"
412022|"Adolescent, Childhood"|""|"Autosomal recessive"
411641|"Adult"|"normal life expectancy"|"Autosomal recessive"
411634|"Adolescent, Childhood"|""|"Autosomal recessive"
411696|"Adolescent, Adult, Childhood"|""|"Not applicable"
411709|"Antenatal, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
411703|"All ages"|""|"Not applicable"
371428|"Childhood, Infancy"|"normal life expectancy"|"Autosomal recessive"
371364|"Infancy, Neonatal"|"adolescent, late childhood"|"Autosomal recessive"
391673|"Neonatal"|"infantile"|"Not applicable"
391677|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
391723|"Adult, Elderly"|""|""
391474|"Neonatal"|""|"Autosomal recessive"
391504|"Antenatal, Neonatal"|""|"Not applicable"
391497|"Adolescent, Childhood, Infancy, Neonatal"|"normal life expectancy"|"Not applicable"
391490|"Adult"|""|"Multigenic/multifactorial, Not applicable"
391487|"Infancy"|"late childhood"|"Autosomal dominant"
391646|"Antenatal, Neonatal"|"No data available"|"Autosomal dominant"
391641|"Antenatal, Neonatal"|"adult"|"Autosomal dominant"
391665|"Neonatal"|""|"Autosomal dominant, Autosomal recessive"
391655|"Adult, Elderly"|"adult, elderly"|"Not applicable"
391651|"All ages"|""|""
391343|"Childhood"|"adolescent, late childhood"|"Autosomal recessive"
391348|"Infancy, Neonatal"|""|"Autosomal recessive"
391351|"Childhood"|""|"Autosomal recessive"
391366|"Infancy, Neonatal"|""|"Autosomal recessive"
391372|"Infancy, Neonatal"|""|""
391376|"Infancy, Neonatal"|"infantile"|"Autosomal recessive"
391384|"Infancy, Neonatal"|""|"Autosomal dominant"
391389|"Infancy, Neonatal"|""|"Autosomal dominant"
391392|"Infancy, Neonatal"|""|"Autosomal dominant"
391397|"Infancy, Neonatal"|""|"Autosomal dominant"
391408|"Adolescent, Childhood"|"No data available"|"Autosomal recessive"
391411|"Adolescent, Adult"|""|"Autosomal recessive, Not applicable"
391417|"Childhood, Infancy, Neonatal"|"early childhood, infantile"|"X-linked dominant"
391428|"Infancy, Neonatal"|""|"X-linked dominant"
391457|"Infancy, Neonatal"|""|"X-linked dominant"
391307|"Infancy, Neonatal"|""|"Autosomal recessive"
391316|"Infancy, Neonatal"|""|"Autosomal recessive"
391311|""|""|"Autosomal recessive"
391327|"Infancy, Neonatal"|"No data available"|"X-linked recessive"
391320|"Childhood"|"normal life expectancy"|"Autosomal dominant"
391330|"Childhood"|""|"X-linked recessive"
398063|"All ages"|""|"Not applicable"
398058|"Elderly"|"normal life expectancy"|""
398053|"Elderly"|"normal life expectancy"|""
398043|"Elderly"|"normal life expectancy"|""
397973|"Neonatal"|""|"Autosomal recessive"
397968|"Infancy"|""|"Autosomal recessive"
397964|"Infancy"|""|"Autosomal recessive"
397959|"Infancy"|""|"Autosomal recessive"
397951|"Infancy"|""|"Autosomal recessive"
397946|"Adolescent, Adult, Childhood, Elderly, Infancy"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive"
397941|"Childhood, Infancy"|"No data available"|"Autosomal recessive"
397937|"Adolescent, Childhood"|""|"Autosomal recessive"
397933|"Infancy, Neonatal"|""|"X-linked recessive"
397927|"Antenatal, Neonatal"|"infantile"|"Autosomal recessive"
397922|"Infancy"|""|"X-linked recessive"
397787|"Infancy"|"No data available"|"Autosomal recessive"
397755|"All ages"|""|""
397758|"Adult"|""|"Autosomal dominant"
397744|"Childhood"|""|"Autosomal dominant"
397750|"Adolescent, Adult"|""|"Mitochondrial inheritance"
397725|"Childhood"|"No data available"|"Autosomal recessive"
397735|"Adult"|""|"Autosomal dominant"
397709|"Infancy"|""|"Autosomal recessive"
397715|"Neonatal"|""|"Autosomal recessive"
397692|"Childhood"|""|"Autosomal dominant, Autosomal recessive"
397695|"Infancy"|""|"Autosomal dominant"
397623|"Neonatal"|""|"Autosomal recessive"
397685|"Adult"|""|"Autosomal dominant"
397615|"Childhood"|""|"Autosomal recessive"
397618|"Neonatal"|""|"Autosomal recessive"
397596|"Adult, Childhood, Infancy"|""|"Autosomal dominant"
397593|"Neonatal"|""|"Autosomal recessive"
397612|"Neonatal"|""|"Autosomal recessive"
397606|"Adult"|"adult, elderly"|"Autosomal dominant"
397590|"Antenatal, Neonatal"|"normal life expectancy"|"Autosomal dominant"
397587|"Adult, Childhood"|"adult"|"Not applicable"
394529|"Infancy, Neonatal"|""|""
399805|""|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
399329|"Adolescent, Childhood"|""|""
399180|"Adult"|""|"Not applicable"
399058|"Adult"|""|"Autosomal dominant"
398987|"Adolescent, Adult, Childhood, Infancy"|""|"Unknown"
399086|"Adult"|""|""
399081|"Adolescent, Childhood"|""|""
399103|"Adolescent, Adult, Childhood, Infancy"|"normal life expectancy"|""
399096|"Adolescent, Adult"|"normal life expectancy"|""
398934|"Adult"|""|""
398961|"Adult"|""|""
398940|"Adult"|""|""
398980|"Adult, Elderly"|""|"Not applicable"
398971|"Adult"|""|""
398124|"Neonatal"|""|"Not applicable"
398127|"Neonatal"|""|""
398147|"Adult"|""|""
398156|"Neonatal"|""|"Unknown"
398166|"Antenatal, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
398173|"Antenatal, Neonatal"|"normal life expectancy"|"Autosomal dominant"
398189|"Antenatal, Neonatal"|"normal life expectancy"|"Autosomal recessive"
398069|"Neonatal"|""|"Not applicable"
398073|"Neonatal"|""|""
398088|"Neonatal"|""|"Autosomal dominant"
398091|"Neonatal"|""|""
398097|"Neonatal"|""|""
398109|"Neonatal"|""|""
398117|"Neonatal"|""|""
435628|"Neonatal"|"normal life expectancy"|"Autosomal dominant, Not applicable"
435743|"Antenatal, Neonatal"|""|""
435660|"Adult"|"No data available"|"Autosomal recessive"
435651|"Adolescent"|"No data available"|"Autosomal recessive"
435638|"Infancy, Neonatal"|"infantile"|"Not applicable"
435804|"Adolescent, Childhood"|"No data available"|"Autosomal dominant"
435845|"Neonatal"|"infantile"|"Autosomal recessive"
435930|"Neonatal"|"No data available"|"Autosomal recessive"
435819|"Adult"|"No data available"|"Autosomal dominant"
435953|"Adolescent, Childhood"|"adolescent"|"Autosomal recessive"
435988|"Adolescent, Adult, Childhood"|"No data available"|"Autosomal recessive"
435934|"Infancy"|"No data available"|"Autosomal recessive"
435938|"Antenatal, Neonatal"|"No data available"|"X-linked recessive"
436141|"Infancy, Neonatal"|"adult"|"Autosomal recessive"
436144|"Antenatal, Neonatal"|"normal life expectancy"|"Autosomal dominant"
435998|"Childhood"|"No data available"|"Autosomal recessive"
436003|"Antenatal, Neonatal"|"No data available"|"Unknown"
436159|"Adolescent, Adult, Childhood"|"adult"|"Autosomal dominant"
436151|"Infancy, Neonatal"|"No data available"|"Autosomal dominant"
436169|"All ages"|"No data available"|"Autosomal dominant"
436166|"Neonatal"|"infantile"|"Autosomal dominant"
436182|"Childhood, Infancy, Neonatal"|"No data available"|"Autosomal recessive"
436174|"Childhood, Infancy"|"No data available"|"Autosomal recessive"
436245|"Childhood"|"No data available"|"Autosomal recessive"
436242|"Adult"|"No data available"|"Autosomal dominant"
436271|"Childhood"|"No data available"|"Autosomal recessive"
436252|"Neonatal"|"infantile"|"Autosomal recessive"
436274|"Adolescent, Adult, Childhood"|"normal life expectancy"|"Autosomal recessive"
437552|"Childhood, Infancy, Neonatal"|"No data available"|"Autosomal recessive"
437572|"Adult"|"Not yet documented"|"Autosomal dominant"
438178|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
438159|"Childhood, Infancy"|""|"Autosomal dominant"
438134|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
438117|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
438114|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
438075|"Childhood, Infancy"|"No data available"|"Autosomal dominant, Autosomal recessive"
438279|"All ages"|"any age"|"Not applicable"
438274|"Adult"|"No data available"|"Autosomal recessive"
438266|"Adult, Infancy"|"adult"|"Not applicable"
438216|"Infancy, Neonatal"|"No data available"|"Autosomal dominant, Not applicable"
438213|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable, Unknown"
438207|"Infancy"|"No data available"|"Autosomal recessive"
439224|""|""|"Not applicable"
439232|"Adult"|"No data available"|"Not applicable"
439212|"Infancy, Neonatal"|"early childhood, infantile"|"Autosomal recessive"
439218|"Infancy, Neonatal"|"No data available"|"Autosomal dominant"
439196|"All ages"|"any age"|"Not applicable"
439202|""|""|"Not applicable"
439167|"Adult"|"No data available"|"Not applicable"
439175|"Adolescent, Childhood, Infancy, Neonatal"|""|"Not applicable"
439762|""|""|"Not applicable"
439822|"Infancy, Neonatal"|"No data available"|"Unknown"
439746|""|""|"Not applicable"
439755|""|""|"Not applicable"
439729|""|""|"Not applicable"
439737|""|""|"Not applicable"
439246|"Adult"|"No data available"|""
439254|"Adult"|"No data available"|"Autosomal dominant"
440221|"Neonatal"|""|"Not applicable"
440233|"Neonatal"|""|"Not applicable"
439854|"Antenatal, Neonatal"|"infantile"|"Not applicable"
439897|"Antenatal"|"embryofetal"|"Autosomal recessive"
439881|"All ages"|"any age"|""
440402|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
440354|"Antenatal, Neonatal"|"early childhood, infantile"|"Autosomal dominant"
440392|"Adolescent, Adult, Childhood, Infancy, Neonatal"|"No data available"|"Autosomal dominant"
440368|"All ages"|""|"Not applicable"
440713|"Antenatal, Neonatal"|"No data available"|"Autosomal recessive"
440724|""|""|"Not applicable"
440727|"Childhood"|"No data available"|"Not applicable"
440731|"Childhood"|"No data available"|"Autosomal dominant, Autosomal recessive"
440427|"Childhood, Infancy"|""|"Autosomal recessive"
440437|""|""|"Autosomal dominant"
440706|"Childhood"|"No data available"|"Autosomal recessive"
441447|""|""|"Autosomal dominant, Autosomal recessive"
441452|""|""|"Autosomal dominant"
440987|""|""|"Not applicable"
443057|""|""|"Multigenic/multifactorial"
443062|""|""|"Autosomal dominant"
443079|""|""|"Not applicable"
443084|"All ages"|"any age"|"Not applicable"
443070|""|""|"Not applicable"
443073|"Adolescent, Adult, Childhood, Infancy"|"adult, infantile"|"Autosomal recessive"
442835|"Infancy, Neonatal"|"No data available"|"Autosomal dominant, Autosomal recessive, Not applicable, X-linked recessive"
442582|"Neonatal"|""|"Not applicable"
443197|"Childhood"|"normal life expectancy"|"X-linked dominant"
3008|"Infancy, Neonatal"|"early childhood"|"Autosomal recessive, Not applicable"
443192|"Adult"|"adult, elderly"|"Not applicable"
595|"Adolescent, Adult, Childhood, Infancy, Neonatal"|"any age"|"Autosomal dominant, Autosomal recessive, X-linked recessive"
443180|""|""|"Not applicable"
443173|"Adult"|"normal life expectancy"|"Not applicable"
443291|""|""|"Not applicable"
298|"Adolescent, Adult, Childhood"|"adult"|"Autosomal recessive"
396|"All ages"|"normal life expectancy"|"Not applicable"
443236|"Adult"|"No data available"|"Autosomal dominant"
552|"Adolescent, Adult, Childhood"|""|"Autosomal dominant, Not applicable"
854|"All ages"|"any age"|"Not applicable"
443227|"All ages"|""|"Not applicable"
443098|"Adolescent, Adult, Childhood"|"adult"|"Autosomal dominant"
443087|"Neonatal"|"normal life expectancy"|"Autosomal recessive"
443167|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
130|"Adult, Childhood"|""|"Autosomal dominant, Not applicable"
277|"Infancy, Neonatal"|"early childhood"|"Autosomal recessive"
443162|"Antenatal, Neonatal"|"No data available"|"Autosomal recessive"
443159|""|""|"Not applicable"
443101|""|""|"Not applicable"
443804|"Adult"|"No data available"|"Not applicable"
443811|"Childhood, Infancy, Neonatal"|"No data available"|"Autosomal recessive"
443950|"Adult"|"No data available"|"Autosomal recessive"
443988|"Antenatal"|"infantile, stillbirth"|"Autosomal recessive"
444092|"Childhood, Infancy"|"No data available"|"Autosomal dominant"
444099|"Adult"|"No data available"|"Autosomal dominant"
444138|"Infancy"|"normal life expectancy"|"Autosomal recessive"
444002|"Infancy, Neonatal"|"No data available"|"Not applicable"
443995|"Infancy, Neonatal"|"No data available"|"Autosomal dominant, Not applicable"
444048|"Adolescent"|"No data available"|"Autosomal recessive"
444013|"Childhood, Infancy, Neonatal"|"infantile"|"Autosomal recessive"
444069|"Antenatal"|"embryofetal"|"Autosomal recessive"
444051|"Antenatal, Neonatal"|"No data available"|"Not applicable"
444077|"Antenatal, Neonatal"|"No data available"|"Autosomal dominant, Not applicable"
