"OrphaCode"|"Name"|"Group"|"Type"|"OMIM"
294967|"Amelia of upper limb"|"Disorder"|"Morphological anomaly"|
290842|"Autoinflammatory syndrome with skin involvement"|"Group of disorders"|"Category"|
290849|"Rare head and neck tumor"|"Group of disorders"|"Category"|
289891|"Hypermethioninemia due to glycine N-methyltransferase deficiency"|"Disorder"|"Disease"|606664
289902|"3-methylglutaconic aciduria"|"Group of disorders"|"Clinical group"|
289899|"Organic aciduria"|"Group of disorders"|"Category"|
289866|"Disorder of proline metabolism"|"Group of disorders"|"Category"|
289863|"Atypical glycine encephalopathy"|"Subtype of disorder"|"Clinical subtype"|605899
289877|"Transient hyperammonemia of the newborn"|"Disorder"|"Particular clinical situation in a disease or syndrome"|
289869|"Disorder of ornithine metabolism"|"Group of disorders"|"Category"|
290839|"Autoinflammatory syndrome with immune deficiency"|"Group of disorders"|"Category"|
290836|"Systemic disease with skin involvement"|"Group of disorders"|"Category"|
289916|"Vitamin B12-unresponsive methylmalonic acidemia type mut0"|"Subtype of disorder"|"Clinical subtype"|251000
289682|"Lymphoepithelial-like carcinoma"|"Disorder"|"Disease"|
289685|"Myopericytoma"|"Disorder"|"Disease"|
289661|"Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly"|"Disorder"|"Disease"|
289666|"Plasmablastic lymphoma"|"Disorder"|"Disease"|
289651|"Epstein-Barr Virus-associated carcinoma"|"Group of disorders"|"Category"|
289656|"Epstein-Barr Virus-associated mesenchymal tumor"|"Group of disorders"|"Category"|
289638|"Epstein-Barr Virus-related tumor"|"Group of disorders"|"Category"|
289644|"Epstein-Barr virus-associated malignant lymphoproliferative disorder"|"Group of disorders"|"Category"|
289857|"Neonatal glycine encephalopathy"|"Subtype of disorder"|"Clinical subtype"|605899
289860|"Infantile glycine encephalopathy"|"Subtype of disorder"|"Clinical subtype"|605899
289846|"Glutathione synthetase deficiency with 5-oxoprolinuria"|"Subtype of disorder"|"Clinical subtype"|266130
289849|"Glutathione synthetase deficiency without 5-oxoprolinuria"|"Subtype of disorder"|"Clinical subtype"|231900
289832|"Disorder of lysine and hydroxylysine metabolism"|"Group of disorders"|"Category"|
289841|"Disorder of glutamine metabolism"|"Group of disorders"|"Category"|
289825|"Late-onset primary lymphedema without systemic or visceral involvement"|"Group of disorders"|"Clinical group"|
289829|"Disorder of tryptophan metabolism"|"Group of disorders"|"Category"|
289573|"Multiple mitochondrial dysfunctions syndrome"|"Group of disorders"|"Clinical group"|
289560|"Mitochondrial membrane protein-associated neurodegeneration"|"Disorder"|"Disease"|614298
289553|"Dysmorphism-conductive hearing loss-heart defect syndrome"|"Disorder"|"Malformation syndrome"|615102
289548|"Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency"|"Disorder"|"Disease"|
289539|"BAP1-related tumor predisposition syndrome"|"Disorder"|"Disease"|614327
289635|"Rare virus associated tumor"|"Group of disorders"|"Category"|
289601|"Hereditary arterial and articular multiple calcification syndrome"|"Disorder"|"Disease"|211800
289596|"Juvenile nasopharyngeal angiofibroma"|"Disorder"|"Disease"|
289586|"Exfoliative ichthyosis"|"Disorder"|"Disease"|617115
293355|"Methylmalonic acidemia without homocystinuria"|"Group of disorders"|"Clinical group"|
293375|"Grayson-Wilbrandt corneal dystrophy"|"Disorder"|"Disease"|
293381|"Epithelial recurrent erosion dystrophy"|"Disorder"|"Disease"|122400
293462|"Pre-Descemet corneal dystrophy"|"Disorder"|"Disease"|
293603|"Congenital hereditary endothelial dystrophy type II"|"Disorder"|"Disease"|217700
293621|"X-linked endothelial corneal dystrophy"|"Disorder"|"Disease"|300779
811|"Shwachman-Diamond syndrome"|"Disorder"|"Disease"|617941
293150|"Familial clubfoot due to PITX1 point mutation"|"Subtype of disorder"|"Etiological subtype"|119800
741|"Familial mitral valve prolapse"|"Disorder"|"Morphological anomaly"|610840
293144|"Familial clubfoot due to 5q31 microdeletion"|"Subtype of disorder"|"Etiological subtype"|119800
293168|"Infantile-onset ascending hereditary spastic paralysis"|"Disorder"|"Disease"|607225
293165|"Skin fragility-woolly hair-palmoplantar keratoderma syndrome"|"Disorder"|"Disease"|607655
428|"Autosomal dominant hypocalcemia"|"Subtype of disorder"|"Clinical subtype"|615361
293181|"Malignant migrating focal seizures of infancy"|"Disorder"|"Disease"|616645
2298|"Insulin-resistance syndrome type B"|"Disorder"|"Disease"|
2207|"Familial primary hyperparathyroidism"|"Group of disorders"|"Clinical group"|
293173|"Acute generalized exanthematous pustulosis"|"Disorder"|"Disease"|
293199|"Pleomorphic rhabdomyosarcoma"|"Subtype of disorder"|"Clinical subtype"|
393|"46,XX testicular disorder of sex development"|"Disorder"|"Malformation syndrome"|400045
293202|"Epithelioid sarcoma"|"Disorder"|"Disease"|
293284|"Tetrahydrobiopterin-responsive hyperphenylalaninemia/phenylketonuria"|"Subtype of disorder"|"Clinical subtype"|
293208|"Celiac artery compression syndrome"|"Disorder"|"Disease"|
2459|"Mansonelliasis"|"Disorder"|"Disease"|
2404|"Loiasis"|"Disorder"|"Disease"|
2394|"Pyruvate dehydrogenase E3 deficiency"|"Subtype of disorder"|"Clinical subtype"|246900
2356|"Arachnoid cyst"|"Disorder"|"Morphological anomaly"|207790
829|"Adult-onset Still disease"|"Disorder"|"Disease"|
3096|"Reye syndrome"|"Disorder"|"Disease"|
1929|"Rasmussen subacute encephalitis"|"Disorder"|"Disease"|
1183|"Opsoclonus-myoclonus syndrome"|"Disorder"|"Disease"|
2688|"Adult idiopathic neutropenia"|"Disorder"|"Disease"|607847
2686|"Cyclic neutropenia"|"Disorder"|"Disease"|162800
890|"Hepatic veno-occlusive disease"|"Disorder"|"Disease"|
176|"Non-rhizomelic chondrodysplasia punctata"|"Group of disorders"|"Clinical group"|
231|"Dracunculiasis"|"Disorder"|"Disease"|
2035|"Lymphatic filariasis"|"Disorder"|"Disease"|
80|"Antiphospholipid syndrome"|"Disorder"|"Disease"|
285657|"Disorder of folate metabolism and transport"|"Group of disorders"|"Category"|
284786|"Qualitative or quantitative defects of troponin"|"Group of disorders"|"Category"|
284790|"Qualitative or quantitative defects of tropomyosin"|"Group of disorders"|"Category"|
284804|"Ocular albinism"|"Group of disorders"|"Clinical group"|
284448|"CLIPPERS"|"Disorder"|"Disease"|
284454|"Acute zonal occult outer retinopathy"|"Disorder"|"Disease"|
284460|"Acute annular outer retinopathy"|"Disorder"|"Disease"|
284414|"Glycerol kinase deficiency, adult form"|"Subtype of disorder"|"Clinical subtype"|307030
284417|"Phosphoserine aminotransferase deficiency, infantile/juvenile form"|"Subtype of disorder"|"Etiological subtype"|610992
284426|"Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency"|"Subtype of disorder"|"Clinical subtype"|612933
284435|"Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency"|"Subtype of disorder"|"Clinical subtype"|614128
285014|"Rare disease with thoracic aortic aneurysm and aortic dissection"|"Group of disorders"|"Category"|
284993|"Marfan syndrome and Marfan-related disorders"|"Group of disorders"|"Category"|
284973|"Marfan syndrome type 2"|"Subtype of disorder"|"Clinical subtype"|610168
284963|"Marfan syndrome type 1"|"Subtype of disorder"|"Clinical subtype"|154700
284984|"Aneurysm-osteoarthritis syndrome"|"Disorder"|"Disease"|613795
284979|"Neonatal Marfan syndrome"|"Disorder"|"Disease"|
284814|"Disorder of phenylalanine metabolism"|"Group of disorders"|"Category"|
284811|"Syndromic oculocutaneous albinism"|"Group of disorders"|"Category"|
284818|"Disorder of tyrosine metabolism"|"Group of disorders"|"Category"|
289362|"Non-central nervous system-localized embryonal carcinoma"|"Subtype of disorder"|"Clinical subtype"|
289365|"Familial vesicoureteral reflux"|"Disorder"|"Malformation syndrome"|615963
289347|"Infective dermatitis associated with HTLV-1"|"Disorder"|"Disease"|
289356|"Primary non-gestational choriocarcinoma of ovary"|"Disorder"|"Disease"|
289377|"Early-onset myopathy with fatal cardiomyopathy"|"Disorder"|"Disease"|611705
289380|"Myosclerosis"|"Disorder"|"Disease"|255600
289290|"Hypermethioninemia encephalopathy due to adenosine kinase deficiency"|"Disorder"|"Disease"|614300
289266|"Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation"|"Disorder"|"Disease"|613971
289326|"Tropical spastic paraparesis"|"Disorder"|"Disease"|159580
289307|"Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency"|"Disorder"|"Disease"|614105
289504|"Combined malonic and methylmalonic acidemia"|"Disorder"|"Disease"|614265
289499|"Congenital cataract microcornea with corneal opacity"|"Disorder"|"Malformation syndrome"|269400
289494|"4H leukodystrophy"|"Disorder"|"Disease"|
289522|"Microtriplication 11q24.1"|"Disorder"|"Malformation syndrome"|
289513|"12q15q21.1 microdeletion syndrome"|"Disorder"|"Malformation syndrome"|
289465|"Isolated congenital adermatoglyphia"|"Disorder"|"Disease"|136000
289390|"Primary Sjögren syndrome"|"Disorder"|"Disease"|270150
289385|"Malignancy diagnosed during pregnancy"|"Disorder"|"Particular clinical situation in a disease or syndrome"|
289483|"Intellectual disability-alacrima-achalasia syndrome"|"Disorder"|"Disease"|300858
289478|"Pyoderma gangrenosum-acne-suppurative hidradenitis syndrome"|"Disorder"|"Disease"|
289103|"Hypocalcemic rickets"|"Group of disorders"|"Clinical group"|
289098|"Disorders of vitamin D metabolism"|"Group of disorders"|"Category"|
289176|"Autosomal recessive hypophosphatemic rickets"|"Disorder"|"Disease"|613312
289157|"Hypocalcemic vitamin D-dependent rickets"|"Disorder"|"Disease"|600081
280926|"Systemic diseases with anterior uveitis"|"Group of disorders"|"Category"|
280921|"Idiopathic panuveitis"|"Disorder"|"Disease"|
280917|"Idiopathic posterior uveitis"|"Disorder"|"Disease"|
280914|"Idiopathic anterior uveitis"|"Disorder"|"Disease"|
280898|"Panuveitis"|"Group of disorders"|"Category"|
280892|"Posterior uveitis"|"Group of disorders"|"Category"|
280886|"Anterior uveitis"|"Group of disorders"|"Category"|
281103|"Keratinopathic ichthyosis"|"Group of disorders"|"Clinical group"|
281097|"Autosomal recessive congenital ichthyosis"|"Group of disorders"|"Clinical group"|
281090|"Syndromic recessive X-linked ichthyosis"|"Disorder"|"Disease"|308100
281085|"Inherited ichthyosis syndromic form"|"Group of disorders"|"Category"|
281082|"Inherited non-syndromic ichthyosis"|"Group of disorders"|"Category"|
280933|"Systemic diseases with panuveitis"|"Group of disorders"|"Category"|
280930|"Systemic diseases with posterior uveitis"|"Group of disorders"|"Category"|
281210|"X-linked ichthyosis syndrome"|"Group of disorders"|"Clinical group"|
281217|"Autosomal ichthyosis syndrome"|"Group of disorders"|"Category"|
281190|"Congenital reticular ichthyosiform erythroderma"|"Disorder"|"Disease"|609165
281201|"Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome"|"Disorder"|"Disease"|601952
281139|"Annular epidermolytic ichthyosis"|"Disorder"|"Disease"|607602
281122|"Self-improving collodion baby"|"Disorder"|"Disease"|606545
281127|"Acral self-healing collodion baby"|"Disorder"|"Disease"|
281244|"Autosomal ichthyosis syndrome with other associated signs"|"Group of disorders"|"Category"|
281238|"Autosomal ichthyosis syndrome with prominent neurologic signs"|"Group of disorders"|"Category"|
281241|"Autosomal ichthyosis syndrome with fatal disease course"|"Group of disorders"|"Category"|
281222|"Autosomal ichthyosis syndrome with prominent hair abnormalities"|"Group of disorders"|"Category"|
280628|"Familial progressive hyper- and hypopigmentation"|"Disorder"|"Disease"|145250
280633|"Multiple congenital anomalies-hypotonia-seizures syndrome"|"Disorder"|"Malformation syndrome"|614080
280615|"Hemoglobinopathy Toms River"|"Disorder"|"Disease"|613977
280598|"Hereditary sensorimotor neuropathy with hyperelastic skin"|"Disorder"|"Disease"|608895
280620|"Progressive myoclonic epilepsy type 6"|"Disorder"|"Disease"|614018
280671|"Megaconial congenital muscular dystrophy"|"Disorder"|"Disease"|602541
280640|"Occipital pachygyria and polymicrogyria"|"Disorder"|"Malformation syndrome"|614115
280654|"Autosomal recessive nail dysplasia"|"Disorder"|"Disease"|614157
280651|"Acrodysostosis with multiple hormone resistance"|"Disorder"|"Disease"|614613
280779|"Cutaneous collagenous vasculopathy"|"Disorder"|"Disease"|
280785|"Bullous diffuse cutaneous mastocytosis"|"Subtype of disorder"|"Clinical subtype"|
280794|"Pseudoxanthomatous diffuse cutaneous mastocytosis"|"Subtype of disorder"|"Clinical subtype"|
280802|"Intralobar congenital pulmonary sequestration"|"Subtype of disorder"|"Clinical subtype"|
280679|"Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome"|"Disorder"|"Disease"|300845
280763|"Severe intellectual disability and progressive spastic paraplegia"|"Disorder"|"Disease"|614066
280774|"Generalized essential telangiectasia"|"Disorder"|"Disease"|
280840|"Congenital pulmonary airway malformation type 2"|"Subtype of disorder"|"Clinical subtype"|
280847|"Congenital pulmonary airway malformation type 3"|"Subtype of disorder"|"Clinical subtype"|
280854|"Congenital pulmonary airway malformation type 4"|"Subtype of disorder"|"Clinical subtype"|
280811|"Extralobar congenital pulmonary sequestration"|"Subtype of disorder"|"Clinical subtype"|
280821|"Communicating congenital bronchopulmonary-foregut malformation"|"Subtype of disorder"|"Clinical subtype"|
280827|"Congenital pulmonary airway malformation type 0"|"Subtype of disorder"|"Clinical subtype"|
280832|"Congenital pulmonary airway malformation type 1"|"Subtype of disorder"|"Clinical subtype"|
284149|"Craniosynostosis-dental anomalies"|"Disorder"|"Malformation syndrome"|614188
284139|"Larsen-like syndrome, B3GAT3 type"|"Disorder"|"Malformation syndrome"|245600
284180|"Xp22.13p22.2 duplication syndrome"|"Disorder"|"Malformation syndrome"|
284169|"Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion"|"Subtype of disorder"|"Clinical subtype"|616708
284160|"8q21.11 microdeletion syndrome"|"Disorder"|"Malformation syndrome"|614230
284247|"Familial retinal arterial macroaneurysm"|"Disorder"|"Malformation syndrome"|614224
284232|"Autosomal dominant Charcot-Marie-Tooth disease type 2O"|"Disorder"|"Disease"|614228
284227|"TEMPI syndrome"|"Disorder"|"Clinical syndrome"|
284271|"Autosomal recessive cerebellar ataxia-psychomotor delay syndrome"|"Disorder"|"Disease"|614229
284264|"IgG4-related disease"|"Group of disorders"|"Clinical group"|
284324|"Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia"|"Disorder"|"Disease"|609270
284282|"Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to WWOX deficiency"|"Disorder"|"Disease"|614322
284289|"Adult-onset autosomal recessive cerebellar ataxia"|"Disorder"|"Disease"|613728
284343|"Pleuropulmonary blastoma familial tumor susceptibility syndrome"|"Subtype of disorder"|"Clinical subtype"|601200
284332|"Infantile-onset autosomal recessive nonprogressive cerebellar ataxia"|"Disorder"|"Disease"|608029
284339|"Pontocerebellar hypoplasia type 7"|"Disorder"|"Malformation syndrome"|614969
284385|"Familial intrahepatic cholestasis"|"Group of disorders"|"Category"|
284388|"Reversible cerebral vasoconstriction syndrome"|"Disorder"|"Clinical syndrome"|
284362|"Fetal lung interstitial tumor"|"Subtype of disorder"|"Clinical subtype"|
284411|"Glycerol kinase deficiency, juvenile form"|"Subtype of disorder"|"Clinical subtype"|307030
284395|"Well-differentiated fetal adenocarcinoma of the lung"|"Disorder"|"Disease"|
284400|"Small cell carcinoma of the bladder"|"Disorder"|"Disease"|
282124|"Partial deletion of chromosome 12"|"Group of disorders"|"Category"|
282196|"Autoimmune polyendocrinopathy"|"Group of disorders"|"Clinical group"|
282166|"Inherited Creutzfeldt-Jakob disease"|"Disorder"|"Disease"|123400
309848|"Disorder of magnesium transport"|"Group of disorders"|"Category"|
309845|"Disorder of zinc metabolism and transport"|"Group of disorders"|"Category"|
309842|"Disorder of iron metabolism and transport"|"Group of disorders"|"Category"|
