"OrphaCode"|"AverageAgeOfOnset"|"AverageAgeOfDeath"|"InheritanceTypes"
281127|"Infancy, Neonatal"|""|"Autosomal recessive, Unknown"
280628|"Infancy, Neonatal"|""|"Autosomal dominant"
280633|"Infancy, Neonatal"|""|"Autosomal recessive"
280615|"Infancy, Neonatal"|""|"Autosomal dominant"
280598|"All ages"|""|"Autosomal dominant"
280620|"Childhood"|""|"Autosomal recessive"
280671|"Infancy, Neonatal"|""|"Autosomal recessive"
280640|"Infancy, Neonatal"|""|"Autosomal recessive"
280654|""|""|"Autosomal recessive"
280651|"Childhood"|""|"Autosomal dominant"
280779|"Adult"|""|"Not applicable"
280785|"Infancy, Neonatal"|""|"Not applicable"
280794|"Infancy, Neonatal"|""|"Not applicable"
280679|"All ages"|""|"X-linked recessive"
280763|"Infancy, Neonatal"|""|"Autosomal recessive"
280774|"Adolescent, Adult"|""|"Not applicable"
280840|"Antenatal, Neonatal"|""|""
280847|"Antenatal, Neonatal"|""|""
280854|"Antenatal, Neonatal"|""|""
280827|"Antenatal, Neonatal"|""|""
280832|"Antenatal, Neonatal"|""|""
284149|"Infancy, Neonatal"|""|"Autosomal recessive"
284139|"Infancy, Neonatal"|""|"Autosomal recessive"
284180|"Infancy, Neonatal"|""|"X-linked recessive"
284169|"Infancy"|""|"Not applicable, Unknown"
284160|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
284247|"Childhood"|""|"Autosomal recessive"
284232|"Childhood"|""|"Autosomal dominant"
284227|"Adult"|""|""
284271|"Childhood"|""|"Autosomal recessive"
284264|"Adult"|""|"Not applicable"
284324|"Childhood"|""|"Autosomal recessive"
284282|"Infancy, Neonatal"|""|"Autosomal recessive"
284289|"Adult"|""|"Autosomal recessive"
284343|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
284332|"Infancy, Neonatal"|""|"Autosomal recessive"
284339|"Infancy, Neonatal"|""|"Autosomal recessive"
284388|"Adult"|""|"Not applicable"
284362|"Infancy, Neonatal"|""|""
284411|"Adolescent, Childhood"|""|""
284395|"All ages"|""|"Not applicable"
284400|"Adult"|""|"Not applicable"
282166|"Adult, Elderly"|""|"Autosomal dominant"
309854|"Childhood"|""|"Autosomal recessive"
314029|"Childhood"|""|"Autosomal dominant"
314022|"Adult"|""|"Autosomal dominant"
314017|""|""|"Unknown"
314002|"Infancy, Neonatal"|""|"No data available"
313947|"Infancy, Neonatal"|""|"Not applicable, Unknown"
313936|"Infancy, Neonatal"|""|"Not applicable"
313920|""|""|"Multigenic/multifactorial"
313906|"Infancy, Neonatal"|""|"Unknown"
313892|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
313884|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
313855|"Antenatal, Neonatal"|""|"Autosomal dominant"
313850|"Infancy, Neonatal"|""|"Autosomal recessive"
313846|"Infancy, Neonatal"|""|"Autosomal dominant"
313838|"Childhood"|""|"Autosomal recessive"
313800|"Childhood"|""|"Autosomal dominant"
313808|"Adult"|""|"Autosomal dominant"
313781|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
313795|"Infancy, Neonatal"|""|"Autosomal recessive"
313772|"Childhood"|""|"Autosomal recessive"
314603|"Adolescent, Adult, Childhood"|""|"Autosomal recessive"
314597|"Infancy, Neonatal"|""|"Autosomal recessive"
314613|"Adult"|""|"Not applicable"
314575|"Infancy, Neonatal"|""|"Autosomal recessive"
314572|"Infancy, Neonatal"|""|"Autosomal recessive"
314588|"Infancy, Neonatal"|""|"Not applicable, Unknown"
314585|"Infancy, Neonatal"|""|"Not applicable, Unknown"
314485|"Adult"|""|"Autosomal recessive"
314566|"Adult"|""|"Unknown"
314555|"Infancy, Neonatal"|""|"Autosomal recessive"
314466|"Adult"|""|"Not applicable"
314459|"Adult"|""|"Not applicable"
314478|"Adult"|""|"Not applicable"
314473|"Adult"|""|"Not applicable"
314422|"All ages"|""|"Not applicable"
314432|"Infancy, Neonatal"|""|"Not applicable"
314451|"Adult"|""|"Not applicable"
314394|"Infancy, Neonatal"|""|"Autosomal recessive"
314399|"Childhood"|""|"Autosomal dominant"
314404|"Adult"|""|"Autosomal dominant, Not applicable"
314419|"All ages"|""|"Not applicable"
314373|"Infancy, Neonatal"|""|"Autosomal dominant"
314376|"Neonatal"|""|"Autosomal recessive"
314381|"Infancy, Neonatal"|""|"Autosomal recessive"
314389|"Infancy, Neonatal"|""|"X-linked recessive"
314034|"Infancy, Neonatal"|""|"Autosomal recessive"
314051|"Infancy, Neonatal"|""|"No data available"
306682|"All ages"|""|""
306674|"Adolescent, Childhood"|""|""
306669|"Adolescent, Adult"|""|""
306741|"Adolescent, Adult, Childhood, Infancy, Neonatal"|""|"Not applicable"
306734|"Adult"|""|""
306731|"Adolescent, Adult, Childhood"|""|""
308166|"Childhood, Infancy, Neonatal"|""|""
308410|""|""|"Autosomal recessive"
308425|"Childhood, Infancy"|""|""
307766|"Adolescent, Childhood"|""|""
307773|""|""|"Autosomal dominant"
307936|"Infancy, Neonatal"|""|""
307995|""|""|"Autosomal dominant"
309111|"Neonatal"|""|""
309031|"Infancy"|""|"Not applicable"
309108|"Infancy"|""|"Autosomal recessive"
309025|""|""|"Not applicable"
309015|"Childhood, Infancy"|""|""
309020|"Adolescent, Childhood"|""|"Autosomal recessive"
178|"Adult"|""|"Autosomal dominant, Not applicable"
2637|"Antenatal, Infancy, Neonatal"|""|"Autosomal recessive"
592|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
308552|"Antenatal, Infancy, Neonatal"|""|"Autosomal recessive"
309271|"Adult"|""|""
309246|"Infancy"|""|""
309256|"Infancy"|""|""
309263|"Adolescent, Childhood"|""|""
309324|"Antenatal, Neonatal"|""|"Autosomal recessive"
309331|""|""|"Autosomal recessive"
309334|"Infancy"|""|"Autosomal recessive"
309294|"All ages"|""|"Autosomal recessive"
309297|"Childhood"|""|"Autosomal recessive"
309310|""|""|"Autosomal recessive"
309147|"Neonatal"|""|""
300547|"Infancy, Neonatal"|""|"Autosomal recessive"
300552|"Adult"|""|"Unknown"
300557|"Adult"|""|"Not applicable"
300564|"Adult"|""|"Not applicable"
300570|"Infancy, Neonatal"|""|"Autosomal dominant"
300573|"Infancy, Neonatal"|""|"Autosomal dominant"
300576|""|""|"Autosomal dominant"
300579|"All ages"|""|""
300496|"Antenatal, Infancy, Neonatal"|""|"X-linked recessive"
300501|"Adolescent"|""|"Unknown"
300512|"All ages"|""|"Unknown"
300525|""|""|"Autosomal dominant, Autosomal recessive"
300530|""|""|"Autosomal dominant"
300536|"Infancy, Neonatal"|""|"Autosomal recessive"
300849|""|""|"Multigenic/multifactorial, Not applicable"
300846|"Adult"|""|""
300865|"Adolescent, Adult, Childhood"|""|""
300857|"Adolescent, Adult, Childhood, Elderly"|""|"Multigenic/multifactorial, Not applicable"
300878|"Adult, Elderly"|""|"Unknown"
300895|"Adolescent, Adult, Childhood"|""|"Not applicable"
300605|"Childhood"|""|"Autosomal recessive"
300751|"Adult"|""|"Autosomal dominant"
300842|"Adult"|""|""
300903|"Adult"|""|"Not applicable"
300912|"Adult"|""|""
306431|"Adult"|""|"Not applicable"
306550|"Infancy, Neonatal"|""|"Autosomal recessive"
306553|"Adult"|""|"Not applicable"
306542|"Antenatal, Neonatal"|""|"Autosomal recessive"
306547|"Infancy, Neonatal"|""|"Autosomal recessive"
306530|"Infancy, Neonatal"|""|"Autosomal recessive"
306527|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
306516|"Childhood, Infancy"|""|"Autosomal recessive"
306511|"Adult"|""|"Autosomal recessive"
306498|"All ages"|""|"Autosomal dominant"
306504|"Infancy, Neonatal"|""|"Autosomal recessive"
306661|""|""|"Autosomal recessive"
306658|"Infancy"|""|"Autosomal recessive"
306644|""|""|"Not applicable"
306617|""|""|"X-linked recessive"
306577|""|""|"Autosomal dominant"
306558|"Neonatal"|""|"Autosomal recessive"
295195|""|""|"Autosomal dominant"
295217|""|""|"Unknown"
295219|""|""|"Unknown"
298644|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
300179|"Infancy, Neonatal"|""|"Autosomal recessive"
300319|"Adolescent, Adult"|""|"Autosomal dominant, Autosomal recessive"
300324|"No data available"|""|"Multigenic/multifactorial"
300313|"Infancy, Neonatal"|""|"Autosomal recessive"
300298|"Infancy, Neonatal"|""|"Unknown"
300305|"Infancy, Neonatal"|""|"Autosomal dominant"
300284|"Antenatal, Neonatal"|""|""
300293|"Infancy, Neonatal"|""|"Autosomal recessive"
300385|"All ages"|""|"Unknown"
300493|"All ages"|""|"Multigenic/multifactorial"
300373|"Childhood, Infancy, Neonatal"|""|"X-linked dominant"
300382|"Infancy, Neonatal"|""|"Autosomal dominant"
300345|"Childhood"|""|"Autosomal dominant, Autosomal recessive"
300359|"Infancy, Neonatal"|""|"Autosomal dominant"
300333|"Adolescent"|""|"Autosomal recessive"
464724|"Infancy"|""|"Autosomal recessive"
464738|"Antenatal, Infancy, Neonatal"|""|"Autosomal recessive"
464760|"Adolescent, Adult"|""|"Autosomal dominant"
464756|"Adult"|""|"Autosomal recessive"
465508|"Adult"|""|"Autosomal recessive"
464282|"Infancy"|""|"Autosomal recessive"
464288|"Antenatal, Infancy, Neonatal"|""|"Autosomal recessive"
464306|"Infancy"|""|"Autosomal dominant, Not applicable, Unknown"
464329|"Childhood"|""|"Not applicable"
464321|"Infancy, Neonatal"|""|"Not applicable"
464318|"Infancy, Neonatal"|""|"Not applicable"
464311|"Infancy, Neonatal"|""|""
464366|"Antenatal"|""|"Autosomal recessive"
464359|"All ages"|""|"Not applicable"
464343|"Adult"|""|"Not applicable"
464336|"Infancy"|""|"Autosomal dominant"
464453|"All ages"|""|"Not applicable"
464443|"Neonatal"|""|"Autosomal recessive"
464440|"Adult, Childhood"|""|"Autosomal recessive"
464370|"Neonatal"|""|""
464458|"All ages"|""|"Not applicable"
639|"Adult"|""|"Unknown"
662|"Adult, Childhood, Neonatal"|""|""
537|"All ages"|""|"Not applicable"
793|"Adolescent, Adult, Elderly"|""|"Multigenic/multifactorial, Not applicable"
456298|"Neonatal"|""|"Not applicable"
456328|"Antenatal, Neonatal"|""|"Unknown"
456333|""|""|"Autosomal dominant"
456312|"Infancy"|""|"Autosomal recessive"
456318|"Adolescent, Adult"|""|"Autosomal dominant"
454840|""|""|"Autosomal recessive"
454831|"All ages"|""|"Not applicable"
454836|"All ages"|""|"Not applicable"
454887|"Adult, Elderly"|""|""
454742|""|""|"Not applicable"
454723|"Adult, Elderly"|""|"Not applicable"
454718|"Adult"|""|"Not applicable"
454714|"Adult, Elderly"|""|"Not applicable"
454821|"All ages"|""|"Not applicable"
454750|"Neonatal"|""|"Not applicable"
454745|"All ages"|""|"Multigenic/multifactorial, Not applicable"
453533|"Childhood"|""|"Autosomal recessive"
453521|"Infancy, Neonatal"|""|"Autosomal recessive"
454710|"Adult, Elderly"|""|"Not applicable"
454706|"Adult"|""|"Not applicable"
454700|"All ages"|""|"Not applicable"
451602|"Adult, Elderly"|""|"Not applicable"
451607|"Adult, Elderly"|""|"Not applicable"
451612|"Antenatal, Neonatal"|""|"Autosomal recessive"
453499|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
453504|"Neonatal"|""|"Autosomal dominant, Not applicable"
453510|"Neonatal"|""|"Autosomal recessive"
450322|"Adolescent, Adult, All ages, Elderly"|""|"Not applicable"
449566|"Adult"|""|"Not applicable"
449563|"Adult, Elderly"|""|"Not applicable"
449291|"Childhood, Infancy, Neonatal"|""|"X-linked dominant"
449400|"Adult, Elderly"|""|"Not applicable"
449395|"Adult, Elderly"|""|"Not applicable"
449432|"Adult, Elderly"|""|"Not applicable"
449427|"Adult, Elderly"|""|"Not applicable"
449280|"All ages"|""|"Not applicable"
449285|"All ages"|""|"Not applicable"
449266|"All ages"|""|"Not applicable"
448264|"Childhood"|""|"Autosomal dominant"
448251|"Adolescent, Childhood, Infancy"|""|"Autosomal recessive"
448270|"Antenatal"|""|"Not applicable"
448267|"Neonatal"|""|"Autosomal recessive"
448010|"Infancy"|""|"Autosomal recessive"
447997|"Infancy, Neonatal"|""|"Autosomal recessive"
448242|"Childhood"|""|"Autosomal recessive"
448237|"All ages"|""|"Not applicable"
447977|"Childhood, Infancy"|""|"Autosomal dominant"
447974|"Infancy"|""|"Autosomal recessive"
447980|"Antenatal, Neonatal"|""|"Unknown"
447954|"Neonatal"|""|"Autosomal recessive"
447964|"Adolescent, Adult, Elderly"|""|"Autosomal dominant"
447961|"Infancy"|""|"Autosomal recessive"
459033|"Childhood, Infancy"|""|"Autosomal recessive"
459051|"Childhood"|""|"Autosomal dominant"
459061|"Antenatal, Neonatal"|""|"Autosomal recessive"
459056|"Childhood"|""|"Autosomal recessive"
459074|"Infancy, Neonatal"|""|"Unknown"
459070|"Infancy, Neonatal"|""|"X-linked recessive"
458718|"Adult"|""|"Not applicable"
458758|""|""|"Not applicable"
458763|"Adolescent, Adult"|""|"Not applicable"
458768|"Adolescent, Adult, Childhood, Elderly, Infancy"|""|"Not applicable"
458785|"Neonatal"|""|"Not applicable"
458792|"Infancy, Neonatal"|""|"Not applicable"
458798|"Adult"|""|"Autosomal dominant"
458803|"Adolescent, Adult, Childhood, Elderly"|""|"Autosomal dominant"
457485|"Infancy, Neonatal"|""|"Autosomal dominant"
457265|"Childhood"|""|"Autosomal recessive"
457279|"Infancy, Neonatal"|""|"Autosomal dominant"
457260|"Adolescent, Childhood"|""|"X-linked dominant"
457240|"Adolescent, Childhood, Infancy"|""|"X-linked recessive"
457246|"Adolescent, Adult, Childhood, Infancy"|""|"Not applicable"
457395|"Infancy, Neonatal"|""|"Autosomal recessive"
457406|"Infancy"|""|"Autosomal recessive"
457375|"Infancy, Neonatal"|""|"Autosomal recessive"
457378|"Antenatal"|""|"Autosomal recessive"
457359|"Neonatal"|""|"Autosomal recessive"
457365|"Infancy, Neonatal"|""|"Unknown"
457284|"Infancy, Neonatal"|""|"Autosomal dominant"
457351|"Infancy, Neonatal"|""|"Autosomal recessive"
457185|"Antenatal, Infancy, Neonatal"|""|"Autosomal recessive"
457083|"Antenatal, Neonatal"|""|"No data available"
457077|"Adolescent, Adult, Elderly"|""|"Not applicable"
457095|"All ages"|""|"Not applicable"
457088|""|""|"Autosomal recessive"
457223|"Neonatal"|""|"Autosomal recessive"
457212|"Adolescent, Adult"|""|"Autosomal recessive"
457193|"Infancy, Neonatal"|""|"Autosomal dominant"
457205|"Infancy"|""|"Autosomal recessive"
456369|"Adolescent, Adult, Childhood, Elderly"|""|"Autosomal recessive"
457059|"Childhood, Infancy, Neonatal"|""|""
457050|"Childhood, Infancy"|""|"Autosomal dominant"
317|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
629|"Infancy, Neonatal"|""|"Autosomal recessive"
632|"Infancy, Neonatal"|""|"X-linked recessive"
248|"Infancy, Neonatal"|""|"Autosomal recessive"
1810|"Infancy, Neonatal"|""|"Autosomal dominant"
3437|"All ages"|""|"Multigenic/multifactorial"
2032|"Adult"|""|"Multigenic/multifactorial"
1303|"All ages"|""|"Not applicable"
3348|"Adult, Childhood, Elderly"|""|"Unknown"
2902|"All ages"|""|"Not applicable"
1302|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
198|"Childhood, Infancy, Neonatal"|""|"X-linked recessive"
891|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
225|"All ages"|""|"Mitochondrial inheritance"
466677|"All ages"|""|"Not applicable"
466682|""|""|"Not applicable"
466688|"Neonatal"|""|"Autosomal recessive"
466695|"Neonatal"|""|"Not applicable"
466670|"All ages"|""|"Not applicable"
466650|"All ages"|""|"Multigenic/multifactorial"
466962|"Adult"|""|"Not applicable"
466950|"Childhood, Infancy"|""|"Autosomal dominant, Not applicable"
466943|"Childhood, Infancy"|""|"Autosomal dominant, Not applicable, Unknown"
466926|"Infancy"|""|"Autosomal recessive"
466934|"Infancy"|""|"Autosomal recessive"
466921|"Childhood"|""|"Autosomal recessive"
466806|"Childhood"|""|"Autosomal dominant"
466801|"Childhood"|""|"Autosomal recessive"
466794|"Infancy"|""|"Autosomal recessive"
466791|"Infancy"|""|"X-linked recessive"
466784|"Infancy, Neonatal"|""|"Autosomal recessive"
466775|"Adolescent, Adult, Childhood"|""|"Autosomal recessive"
466768|"Adolescent, Adult, Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
466729|""|""|"Autosomal dominant"
466722|"Childhood, Infancy"|""|"Autosomal recessive"
466718|"Adult"|""|"Autosomal dominant"
466703|"Adolescent, Childhood, Infancy"|""|"Autosomal recessive"
465824|"Antenatal"|""|"Autosomal recessive"
466026|"Neonatal"|""|"X-linked recessive"
468620|"Infancy"|""|"Autosomal recessive"
468631|"Infancy, Neonatal"|""|"Autosomal recessive"
467166|"Infancy"|""|"Autosomal dominant, Not applicable"
467176|"Neonatal"|""|"Autosomal recessive"
468635|"Adolescent, Adult, Childhood"|""|"Autosomal recessive"
468641|"Adolescent, Adult, Childhood"|""|"Autosomal recessive"
468661|"Childhood"|""|"Autosomal recessive"
468666|"Neonatal"|""|"Autosomal recessive"
468678|"Antenatal, Infancy, Neonatal"|""|"Autosomal dominant"
468684|"Infancy, Neonatal"|""|"Autosomal recessive"
468672|"Adolescent, Childhood, Elderly, Infancy"|""|"Autosomal dominant"
468726|""|""|"Autosomal recessive"
468699|"Neonatal"|""|"Autosomal recessive"
468717|"Infancy, Neonatal"|""|"Autosomal recessive"
401785|"Childhood, Infancy"|""|"Autosomal recessive"
401780|"Infancy"|""|"Autosomal recessive"
401800|"Infancy"|""|"Autosomal recessive"
401795|"Infancy"|""|"Autosomal recessive"
401768|"Childhood, Infancy"|""|"Autosomal recessive"
401764|"Adolescent"|""|"Autosomal recessive"
401777|"Neonatal"|""|"Autosomal dominant"
401830|"Infancy"|""|"Autosomal recessive"
401835|"Infancy"|""|"Autosomal recessive"
401840|"Infancy"|""|"Autosomal recessive"
401805|"Infancy"|""|"Autosomal recessive"
401810|"Childhood, Infancy"|""|"Autosomal recessive"
401815|"Infancy"|""|"Autosomal recessive"
401820|"Childhood, Infancy"|""|"Autosomal recessive"
401866|"Childhood"|""|"Autosomal recessive"
401869|"Neonatal"|""|"Autosomal recessive"
401874|"Neonatal"|""|"Autosomal recessive"
401849|"Childhood"|""|"Autosomal dominant, Autosomal recessive"
401854|"Childhood, Neonatal"|""|"Autosomal recessive"
401859|"Neonatal"|""|"Autosomal recessive"
401862|"Infancy, Neonatal"|""|"Autosomal recessive"
402823|"All ages"|""|"Not applicable"
401920|"Adolescent, Adult"|""|"Not applicable"
401911|"Adult"|""|""
401901|"Adult"|""|"Autosomal dominant"
401942|"Neonatal"|""|"Unknown"
401935|"Neonatal"|""|"Unknown"
401923|"Neonatal"|""|"Unknown"
401959|"Neonatal"|""|"Autosomal recessive"
401953|"Infancy"|""|"Autosomal dominant"
401948|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
401945|"Infancy, Neonatal"|""|"Autosomal recessive"
401986|"Neonatal"|""|"Unknown"
401979|"Antenatal"|""|"Autosomal recessive"
401973|"Infancy, Neonatal"|""|"X-linked recessive"
401964|"Childhood, Infancy"|""|"Autosomal dominant"
402003|"Childhood"|""|"Autosomal dominant"
402007|"Adult, Infancy"|""|""
401993|""|""|"Autosomal recessive"
401996|"Adult"|""|"Autosomal recessive"
402035|"Adult, Infancy"|""|""
402082|"Adolescent"|""|"Autosomal dominant"
402364|"Infancy"|""|"Autosomal recessive"
402041|"Childhood, Infancy"|""|"Autosomal recessive"
402075|""|""|"Autosomal dominant"
806|"All ages"|""|"Autosomal recessive"
404473|"Infancy"|""|"Unknown"
404463|"Infancy"|""|"Unknown"
404466|"Adult"|""|"Autosomal dominant, Autosomal recessive"
404451|"Neonatal"|""|"Autosomal recessive"
404454|"Infancy, Neonatal"|""|"Autosomal recessive"
404443|"Neonatal"|""|"Autosomal dominant"
404448|"Childhood, Infancy"|""|"Unknown"
404437|"Infancy, Neonatal"|""|"Autosomal recessive"
404440|"Infancy, Neonatal"|""|"Autosomal dominant"
404560|"All ages"|""|"Autosomal dominant"
404553|"Childhood, Infancy"|""|"Autosomal recessive"
404546|"All ages"|""|"Autosomal recessive"
404521|"Neonatal"|""|"Unknown"
404514|"Adult, Elderly"|""|""
404507|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
404499|"Infancy"|""|"Autosomal recessive"
404493|"Childhood, Infancy"|""|"Autosomal recessive"
404481|""|""|"Autosomal recessive"
404476|"Infancy"|""|"Not applicable"
411527|"Adult, Elderly"|""|"Not applicable"
411536|"Adolescent, Adult"|""|"X-linked recessive"
411543|"Childhood, Infancy, Neonatal"|""|"X-linked recessive"
411590|"Childhood"|""|"Autosomal dominant"
411593|"Adult, Elderly"|""|"Not applicable"
411602|"Adult, Elderly"|""|"Autosomal dominant"
411629|"Infancy"|""|"Autosomal recessive"
411493|"Neonatal"|""|"Autosomal recessive"
411501|"Adult, Childhood"|""|"Not applicable"
411511|"Infancy"|""|"Not applicable"
411515|"Infancy"|""|"Not applicable"
411777|"Adult, Elderly"|""|"Not applicable"
